@relation bank-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P30.0-V

@attribute age numeric
@attribute job {admin.,technician,services,management,retired,blue-collar,unemployed,entrepreneur,housemaid,unknown,self-employed,student}
@attribute marital {married,single,divorced}
@attribute education {secondary,tertiary,primary,unknown}
@attribute balance numeric
@attribute housing {yes,no}
@attribute loan {no,yes}
@attribute contact {unknown,cellular,telephone}
@attribute day numeric
@attribute month {may,jun,jul,aug,oct,nov,dec,jan,feb,mar,apr,sep}
@attribute duration numeric
@attribute campaign numeric
@attribute previous numeric
@attribute poutcome {unknown,other,failure,success}
@attribute deposit {yes,no}

@data
57,management,married,tertiary,830,yes,yes,cellular,8,may,662,1,1,success,yes
46,management,married,tertiary,2817,no,no,cellular,17,sep,543,1,0,unknown,yes
40,entrepreneur,single,secondary,5,no,yes,cellular,15,jul,117,3,0,unknown,no
39,management,married,tertiary,3518,yes,no,cellular,8,may,440,1,0,unknown,no
45,admin.,married,secondary,3006,no,no,cellular,29,apr,388,2,0,unknown,yes
38,admin.,married,tertiary,4297,no,no,cellular,7,aug,206,2,0,unknown,yes
35,entrepreneur,single,tertiary,-880,no,yes,cellular,24,jul,77,3,0,unknown,no
30,student,single,unknown,4468,no,no,cellular,2,feb,204,1,0,unknown,yes
34,services,divorced,secondary,89,yes,no,cellular,15,may,1871,4,0,unknown,yes
21,blue-collar,single,secondary,2265,no,no,cellular,17,feb,92,2,0,unknown,yes
39,admin.,divorced,secondary,765,no,no,unknown,9,jun,155,3,0,unknown,no
48,management,divorced,tertiary,2263,no,no,cellular,29,jul,874,2,0,unknown,yes
52,services,married,unknown,337,yes,no,unknown,19,may,85,3,0,unknown,no
37,self-employed,married,secondary,1633,no,no,cellular,7,jul,629,2,0,unknown,yes
31,admin.,married,secondary,89,no,no,unknown,7,may,297,3,0,unknown,no
31,admin.,single,secondary,410,no,no,cellular,25,oct,182,1,1,success,yes
31,blue-collar,single,secondary,530,no,yes,cellular,18,nov,251,2,0,unknown,no
61,retired,married,secondary,86,no,no,cellular,25,jan,639,1,1,success,yes
45,blue-collar,married,secondary,154,yes,no,unknown,7,may,1138,1,0,unknown,yes
61,management,married,tertiary,175,no,no,telephone,5,aug,270,2,0,unknown,yes
54,blue-collar,divorced,secondary,615,no,yes,cellular,20,nov,230,1,0,unknown,no
83,retired,married,tertiary,4761,no,no,telephone,8,mar,659,1,0,unknown,yes
35,unemployed,single,tertiary,415,no,no,cellular,4,aug,462,1,4,success,yes
28,student,single,secondary,2351,no,no,telephone,22,oct,157,1,0,unknown,yes
49,admin.,divorced,secondary,169,yes,no,unknown,30,may,447,1,0,unknown,no
27,services,married,secondary,54,yes,no,cellular,18,may,97,1,1,failure,no
31,management,married,tertiary,537,yes,no,cellular,18,aug,216,1,0,unknown,yes
31,technician,married,tertiary,26,no,yes,cellular,18,nov,419,1,6,other,yes
32,management,single,tertiary,974,yes,no,unknown,3,jun,228,1,0,unknown,no
34,self-employed,single,secondary,3,yes,no,unknown,5,may,301,1,0,unknown,no
80,housemaid,married,primary,0,no,no,cellular,23,feb,639,1,1,failure,yes
30,management,single,tertiary,565,yes,no,cellular,26,oct,104,1,0,unknown,no
57,blue-collar,single,primary,739,yes,no,cellular,14,may,172,2,1,failure,no
44,management,married,tertiary,4087,yes,no,unknown,19,may,457,5,0,unknown,no
49,services,married,primary,1830,yes,no,cellular,15,feb,136,1,0,unknown,yes
41,technician,single,secondary,32,yes,no,cellular,7,may,162,1,0,unknown,no
36,management,single,tertiary,5958,yes,no,cellular,22,sep,155,1,1,success,yes
54,retired,married,secondary,3538,no,no,cellular,27,may,820,1,0,unknown,yes
44,entrepreneur,married,tertiary,3463,yes,yes,cellular,28,aug,210,3,0,unknown,no
24,student,single,tertiary,235,no,no,cellular,9,feb,98,1,1,success,yes
27,self-employed,married,tertiary,10005,yes,no,cellular,14,apr,163,3,2,failure,no
36,technician,single,tertiary,962,yes,no,cellular,8,may,568,1,0,unknown,yes
38,blue-collar,single,primary,1583,yes,no,cellular,15,may,386,1,0,unknown,no
25,blue-collar,single,secondary,303,no,no,cellular,18,mar,265,1,0,unknown,yes
52,services,married,secondary,108,yes,no,unknown,15,may,543,12,0,unknown,no
67,retired,married,tertiary,3810,no,no,cellular,21,oct,1206,1,0,unknown,no
46,student,single,unknown,1527,no,no,cellular,8,sep,358,3,1,success,yes
34,management,married,tertiary,271,yes,no,cellular,15,feb,308,1,4,success,yes
29,services,married,secondary,19,yes,no,cellular,29,jul,327,6,0,unknown,no
33,technician,married,tertiary,1699,no,no,cellular,6,nov,178,2,1,success,yes
55,blue-collar,married,unknown,23,no,no,cellular,30,jan,143,1,3,other,no
64,retired,married,secondary,1574,no,no,telephone,29,jul,301,3,0,unknown,yes
26,unemployed,single,secondary,111,no,no,cellular,9,jul,537,1,0,unknown,yes
33,management,married,tertiary,296,no,no,cellular,16,jul,90,2,0,unknown,no
50,technician,married,secondary,2218,yes,no,cellular,17,aug,711,1,0,unknown,yes
22,student,single,secondary,71,no,no,cellular,13,jul,337,1,2,success,yes
40,blue-collar,married,primary,-66,yes,no,unknown,6,may,288,1,0,unknown,no
28,management,single,secondary,2840,no,no,cellular,20,apr,227,5,0,unknown,yes
49,entrepreneur,married,secondary,687,no,no,cellular,18,aug,65,6,0,unknown,no
59,retired,married,secondary,2396,no,no,cellular,27,aug,1040,6,0,unknown,yes
38,management,divorced,secondary,257,yes,no,cellular,30,apr,435,1,0,unknown,yes
20,student,married,unknown,292,no,no,cellular,5,aug,385,2,1,failure,yes
32,management,single,tertiary,1134,no,no,cellular,28,aug,85,4,0,unknown,no
37,blue-collar,married,primary,-106,yes,yes,cellular,12,may,690,1,0,unknown,yes
56,blue-collar,married,secondary,249,yes,no,unknown,29,may,791,2,0,unknown,yes
38,management,married,tertiary,0,yes,no,unknown,20,jun,211,2,0,unknown,no
70,retired,divorced,primary,275,no,no,cellular,15,apr,82,1,0,unknown,yes
37,technician,married,secondary,0,no,no,unknown,18,jun,236,1,0,unknown,no
31,admin.,single,secondary,190,no,no,cellular,30,apr,514,1,0,unknown,yes
53,unknown,married,unknown,549,no,no,telephone,28,jan,74,2,0,unknown,no
36,management,married,tertiary,9,no,no,cellular,11,aug,386,4,0,unknown,yes
27,technician,single,secondary,0,no,no,cellular,6,feb,161,1,0,unknown,no
42,management,married,tertiary,27696,no,no,cellular,12,may,176,2,5,success,yes
26,blue-collar,single,secondary,26,yes,yes,cellular,15,may,899,1,0,unknown,yes
45,technician,married,tertiary,-525,no,yes,cellular,21,nov,980,2,0,unknown,yes
42,entrepreneur,married,tertiary,5345,no,no,unknown,11,jun,878,3,0,unknown,yes
51,admin.,married,secondary,949,no,no,cellular,5,aug,1092,1,0,unknown,yes
36,technician,married,tertiary,202,no,no,cellular,29,jan,313,1,3,failure,yes
25,student,single,secondary,154,no,no,cellular,2,sep,382,1,3,success,yes
39,management,single,tertiary,5073,yes,no,cellular,12,may,1182,1,4,failure,yes
33,entrepreneur,married,secondary,-627,yes,yes,cellular,8,jul,740,1,0,unknown,yes
32,blue-collar,single,secondary,15341,no,no,unknown,21,may,738,3,0,unknown,no
43,technician,divorced,unknown,4389,no,no,cellular,8,apr,618,1,0,unknown,yes
31,blue-collar,married,secondary,0,yes,no,unknown,10,aug,97,1,1,other,yes
39,blue-collar,married,primary,2226,yes,no,unknown,6,may,158,1,0,unknown,no
49,management,married,tertiary,413,no,yes,cellular,31,jul,196,4,0,unknown,no
37,technician,married,tertiary,0,no,no,cellular,28,aug,76,1,0,unknown,no
25,student,single,secondary,1139,yes,no,unknown,15,may,22,3,0,unknown,no
28,blue-collar,married,secondary,4287,no,no,cellular,30,apr,171,1,0,unknown,no
38,services,married,secondary,133,yes,no,unknown,27,may,267,1,0,unknown,no
52,blue-collar,married,secondary,555,yes,no,cellular,12,may,314,2,0,unknown,no
29,blue-collar,single,secondary,922,yes,no,cellular,18,may,72,1,0,unknown,no
42,services,married,secondary,1301,yes,no,cellular,21,jul,510,6,0,unknown,no
39,blue-collar,married,primary,-119,no,no,unknown,17,jun,135,6,0,unknown,no
32,technician,single,secondary,5205,no,no,cellular,20,nov,352,1,0,unknown,no
69,retired,married,secondary,0,no,no,cellular,28,apr,184,2,2,other,yes
28,technician,single,secondary,6551,no,no,cellular,26,may,362,1,1,failure,no
46,admin.,single,tertiary,2889,yes,no,cellular,5,may,494,1,0,unknown,yes
34,retired,married,primary,4499,no,no,unknown,21,may,1681,1,0,unknown,yes
39,admin.,divorced,secondary,1,no,yes,cellular,7,jul,281,1,0,unknown,no
48,management,married,primary,1744,no,no,unknown,9,jun,181,1,0,unknown,no
39,management,divorced,tertiary,373,no,no,cellular,26,aug,148,4,0,unknown,no
84,retired,divorced,primary,639,no,no,telephone,18,may,353,3,0,unknown,yes
31,admin.,married,secondary,97,yes,no,unknown,19,may,607,1,0,unknown,yes
39,management,single,tertiary,307,no,no,cellular,22,may,182,2,0,unknown,yes
64,retired,married,primary,2140,no,no,cellular,16,mar,881,3,2,failure,yes
77,retired,married,tertiary,7802,no,no,telephone,4,may,421,1,2,success,yes
26,admin.,single,secondary,2509,no,no,cellular,27,may,776,3,3,success,yes
38,technician,married,secondary,10596,no,no,cellular,19,aug,195,1,4,other,yes
42,management,married,unknown,1519,no,no,cellular,19,jul,268,1,0,unknown,yes
50,services,married,secondary,2376,yes,no,cellular,24,sep,395,1,0,unknown,yes
42,blue-collar,married,primary,201,yes,no,cellular,11,aug,265,1,3,success,yes
44,blue-collar,divorced,secondary,579,yes,no,unknown,6,may,198,2,0,unknown,no
46,technician,married,secondary,3434,no,yes,cellular,8,jun,148,2,1,success,yes
25,blue-collar,single,secondary,189,no,yes,cellular,8,jul,687,2,0,unknown,yes
36,technician,married,tertiary,571,yes,yes,cellular,31,jul,46,3,0,unknown,no
59,blue-collar,married,secondary,2605,no,no,cellular,30,jan,85,2,0,unknown,no
33,management,single,tertiary,1781,no,no,cellular,8,oct,611,2,1,success,yes
33,management,single,tertiary,23,no,no,cellular,20,aug,216,3,0,unknown,no
34,housemaid,divorced,primary,46,yes,no,telephone,11,jul,31,2,0,unknown,no
37,housemaid,married,secondary,7433,no,yes,cellular,5,feb,630,3,0,unknown,yes
33,services,married,secondary,478,no,no,cellular,30,apr,475,2,0,unknown,yes
35,management,married,tertiary,1731,no,no,cellular,31,jul,361,4,0,unknown,yes
36,management,single,tertiary,13,no,yes,cellular,18,nov,106,1,0,unknown,no
32,admin.,married,tertiary,653,no,no,cellular,2,jun,84,1,0,unknown,yes
57,management,married,tertiary,10583,no,no,cellular,28,sep,341,3,3,success,yes
24,blue-collar,married,secondary,272,no,no,cellular,16,nov,105,2,2,success,yes
24,student,single,primary,474,no,no,cellular,30,apr,551,1,0,unknown,yes
40,services,single,secondary,316,no,no,unknown,11,jun,122,5,0,unknown,no
24,management,single,tertiary,507,no,no,cellular,3,jul,257,1,0,unknown,yes
38,admin.,divorced,secondary,-51,no,yes,cellular,30,jan,102,1,0,unknown,no
30,technician,single,secondary,298,yes,no,unknown,16,may,164,2,0,unknown,no
36,student,single,secondary,17,no,no,cellular,22,apr,621,1,0,unknown,yes
43,management,married,tertiary,240,yes,no,cellular,16,apr,453,1,0,unknown,yes
35,management,married,tertiary,0,yes,no,cellular,11,feb,391,2,5,success,yes
40,management,divorced,unknown,4095,yes,no,cellular,20,apr,281,1,0,unknown,no
32,technician,single,tertiary,1246,yes,no,cellular,30,apr,509,1,2,success,yes
35,technician,divorced,secondary,2047,yes,no,cellular,1,oct,66,1,0,unknown,no
66,management,married,unknown,2149,yes,no,cellular,26,may,135,2,11,success,yes
35,blue-collar,married,secondary,860,yes,no,unknown,5,jun,884,4,0,unknown,yes
29,housemaid,single,tertiary,2196,no,no,cellular,5,aug,215,1,0,unknown,yes
24,technician,married,secondary,556,yes,no,cellular,18,aug,460,2,0,unknown,yes
34,admin.,single,secondary,1581,yes,yes,unknown,20,may,52,11,0,unknown,no
43,blue-collar,divorced,primary,-57,yes,no,unknown,16,may,221,2,0,unknown,no
49,management,married,tertiary,0,yes,no,cellular,18,nov,102,1,0,unknown,no
52,services,married,secondary,431,no,no,cellular,26,aug,73,17,0,unknown,no
40,blue-collar,married,secondary,750,yes,yes,cellular,16,apr,340,1,1,failure,no
26,technician,single,tertiary,515,no,no,cellular,31,may,775,1,0,unknown,yes
33,management,single,tertiary,952,yes,no,cellular,29,apr,1241,5,0,unknown,yes
36,technician,married,primary,1653,yes,yes,unknown,27,may,336,10,0,unknown,no
26,student,single,secondary,5296,no,no,cellular,5,mar,229,1,1,failure,yes
44,technician,married,secondary,11016,no,no,unknown,9,jun,252,3,0,unknown,no
38,admin.,married,secondary,47,yes,yes,cellular,31,jul,50,11,0,unknown,no
44,management,married,tertiary,226,yes,no,cellular,14,aug,190,3,3,failure,yes
39,self-employed,divorced,secondary,0,yes,no,unknown,23,may,210,2,0,unknown,no
34,management,single,tertiary,682,no,no,cellular,27,aug,472,3,0,unknown,no
43,technician,married,secondary,4056,no,no,cellular,4,may,13,6,2,failure,no
48,blue-collar,married,secondary,480,yes,no,cellular,15,may,830,1,2,failure,yes
23,management,single,tertiary,1506,no,no,cellular,9,mar,131,4,0,unknown,yes
33,blue-collar,married,secondary,-267,yes,no,cellular,20,apr,1030,3,0,unknown,yes
27,management,single,primary,13,no,no,cellular,30,jan,475,3,0,unknown,yes
44,management,married,tertiary,1954,no,no,cellular,2,jun,294,1,0,unknown,yes
68,retired,single,tertiary,2144,no,no,cellular,26,jan,708,1,3,success,yes
34,services,single,secondary,4062,yes,yes,cellular,15,may,29,1,0,unknown,no
73,retired,married,primary,796,no,no,cellular,23,oct,427,1,2,failure,yes
45,technician,single,tertiary,5336,no,no,unknown,28,may,99,2,0,unknown,no
32,blue-collar,married,secondary,130,yes,no,cellular,6,may,302,2,0,unknown,no
36,admin.,single,secondary,206,yes,no,unknown,8,may,183,1,0,unknown,no
35,admin.,married,secondary,404,yes,no,unknown,29,may,539,1,0,unknown,yes
37,entrepreneur,married,tertiary,1649,no,yes,cellular,1,jul,140,3,0,unknown,yes
27,admin.,single,secondary,3,yes,no,cellular,8,may,346,2,0,unknown,no
33,management,married,tertiary,2599,no,no,cellular,30,apr,1373,2,0,unknown,yes
26,unemployed,single,tertiary,3466,no,no,cellular,6,oct,275,2,0,unknown,yes
42,admin.,single,secondary,243,yes,no,unknown,14,may,46,5,0,unknown,no
52,services,married,primary,1625,no,no,cellular,8,aug,459,2,0,unknown,yes
28,management,married,tertiary,22,yes,no,cellular,31,jul,59,3,0,unknown,no
46,admin.,single,secondary,272,no,no,cellular,31,jul,149,4,0,unknown,no
29,management,single,tertiary,1445,no,no,cellular,4,dec,271,2,0,unknown,yes
41,admin.,married,secondary,338,yes,no,unknown,16,may,121,1,0,unknown,no
78,retired,married,tertiary,1204,no,no,telephone,17,nov,135,1,0,unknown,yes
44,self-employed,married,unknown,163,yes,no,cellular,12,aug,44,1,3,success,no
31,admin.,single,secondary,4198,no,no,cellular,25,nov,234,1,0,unknown,yes
47,technician,divorced,tertiary,694,yes,no,cellular,11,may,1001,4,0,unknown,no
32,blue-collar,married,secondary,1,yes,no,cellular,18,nov,77,3,0,unknown,no
47,technician,married,secondary,1571,yes,no,cellular,11,may,261,1,2,failure,no
55,technician,married,tertiary,11,no,no,cellular,21,aug,588,2,0,unknown,no
30,management,single,tertiary,199,no,yes,cellular,28,jul,131,7,0,unknown,no
60,management,married,tertiary,73,no,no,telephone,8,aug,243,2,0,unknown,yes
32,student,single,tertiary,1138,no,no,cellular,4,may,214,3,3,success,yes
42,management,married,tertiary,2665,yes,no,cellular,4,jun,280,2,11,failure,yes
36,blue-collar,divorced,primary,0,no,no,cellular,14,may,543,2,0,unknown,no
31,blue-collar,single,secondary,2194,no,no,cellular,13,may,275,2,1,other,no
43,services,divorced,secondary,1040,yes,no,unknown,19,may,552,3,0,unknown,yes
37,entrepreneur,divorced,secondary,175,yes,yes,unknown,13,may,753,6,0,unknown,yes
53,housemaid,married,primary,0,no,no,unknown,24,jun,51,8,0,unknown,no
49,blue-collar,married,secondary,3728,yes,no,cellular,11,jul,1060,2,0,unknown,yes
38,unemployed,single,secondary,804,no,no,cellular,1,jun,1087,1,0,unknown,yes
34,management,single,tertiary,1190,no,no,cellular,3,feb,18,7,0,unknown,no
52,management,married,tertiary,11650,yes,no,cellular,17,nov,48,1,0,unknown,no
49,management,single,tertiary,5689,no,no,cellular,31,aug,470,1,3,failure,yes
29,blue-collar,married,secondary,296,yes,no,unknown,4,jun,153,1,0,unknown,no
47,admin.,single,secondary,3696,no,no,cellular,12,jan,758,4,0,unknown,yes
34,management,married,tertiary,611,no,no,cellular,2,jun,350,1,0,unknown,yes
32,management,married,tertiary,2465,yes,yes,cellular,7,may,923,1,0,unknown,yes
59,unemployed,single,secondary,865,no,no,cellular,4,feb,1086,1,0,unknown,no
33,blue-collar,married,secondary,0,yes,yes,cellular,31,jul,16,43,0,unknown,no
39,self-employed,married,tertiary,2630,no,no,unknown,12,jun,651,5,0,unknown,yes
60,technician,divorced,secondary,367,no,no,cellular,16,aug,318,2,0,unknown,yes
50,admin.,married,secondary,-195,no,no,cellular,22,aug,119,4,0,unknown,no
55,self-employed,married,secondary,2408,no,no,telephone,9,apr,327,2,1,failure,no
21,student,single,secondary,216,no,no,cellular,5,aug,414,1,0,unknown,yes
40,management,married,tertiary,9366,no,no,cellular,11,nov,69,3,0,unknown,yes
41,technician,married,secondary,102,yes,yes,unknown,14,may,387,9,0,unknown,no
39,technician,married,tertiary,108,no,no,cellular,28,may,589,3,2,other,no
48,management,married,tertiary,1600,no,no,cellular,18,nov,448,1,0,unknown,no
42,management,divorced,tertiary,461,yes,no,unknown,3,jun,72,1,0,unknown,no
51,entrepreneur,married,primary,805,yes,no,cellular,8,aug,132,4,0,unknown,no
36,technician,single,tertiary,268,no,no,cellular,29,aug,54,12,0,unknown,no
74,retired,divorced,primary,29080,no,no,cellular,30,jun,301,5,4,other,yes
37,unemployed,single,tertiary,1032,no,no,telephone,4,feb,63,1,0,unknown,no
27,admin.,single,secondary,276,yes,no,unknown,19,may,311,2,0,unknown,no
29,blue-collar,married,secondary,0,no,no,cellular,10,jul,45,1,0,unknown,no
35,services,married,secondary,1279,yes,no,unknown,16,jun,114,5,0,unknown,no
41,admin.,married,secondary,2498,no,no,cellular,12,aug,411,1,0,unknown,yes
41,technician,single,tertiary,431,no,no,cellular,23,jul,196,1,5,failure,yes
39,technician,single,secondary,18508,no,no,cellular,20,nov,1598,4,0,unknown,yes
40,retired,single,secondary,1400,no,no,unknown,20,jun,20,7,0,unknown,no
42,services,married,secondary,3465,yes,yes,cellular,16,jul,1039,2,0,unknown,yes
49,technician,married,secondary,-849,yes,yes,unknown,27,may,197,1,0,unknown,no
31,self-employed,married,tertiary,94,no,no,cellular,22,aug,579,2,0,unknown,yes
42,management,married,tertiary,24780,no,no,cellular,6,aug,184,2,0,unknown,no
41,entrepreneur,married,secondary,353,no,no,cellular,19,nov,90,2,0,unknown,no
50,housemaid,married,tertiary,6181,no,no,unknown,17,jun,1162,2,0,unknown,no
35,blue-collar,married,primary,1177,no,no,cellular,8,jun,243,4,0,unknown,yes
29,self-employed,single,tertiary,162,no,yes,cellular,25,jul,324,1,0,unknown,no
56,management,married,tertiary,2551,yes,no,cellular,17,nov,150,2,0,unknown,no
25,technician,single,secondary,1231,yes,no,cellular,27,feb,412,5,0,unknown,yes
56,management,married,unknown,4623,no,no,cellular,25,feb,305,1,1,success,yes
27,self-employed,single,tertiary,168,no,no,cellular,12,nov,123,1,1,success,yes
69,retired,divorced,primary,482,no,no,cellular,2,jul,260,2,0,unknown,yes
36,housemaid,married,primary,78,yes,no,telephone,30,jul,2692,9,0,unknown,yes
36,admin.,married,secondary,0,yes,yes,cellular,11,may,94,1,0,unknown,no
33,management,married,tertiary,271,yes,no,cellular,13,nov,182,2,2,success,yes
39,technician,married,primary,1846,no,no,cellular,5,feb,306,5,0,unknown,no
27,management,single,secondary,843,no,no,cellular,12,jul,123,2,1,success,no
37,management,married,tertiary,26,no,no,cellular,17,jun,151,7,4,failure,no
31,technician,single,tertiary,-749,yes,yes,cellular,29,jul,82,4,0,unknown,no
28,admin.,single,unknown,24,yes,no,cellular,18,jul,415,2,0,unknown,yes
31,management,single,tertiary,165,no,yes,cellular,8,aug,523,2,0,unknown,yes
36,technician,single,secondary,-487,yes,no,cellular,17,apr,1080,1,0,unknown,yes
37,blue-collar,married,secondary,374,yes,no,unknown,7,may,944,3,0,unknown,no
27,entrepreneur,married,secondary,97,yes,yes,cellular,18,may,13,3,0,unknown,no
53,housemaid,married,primary,362,no,no,cellular,28,jul,1169,2,0,unknown,yes
37,unemployed,married,tertiary,7620,no,no,telephone,23,feb,367,1,6,failure,yes
30,self-employed,married,secondary,131,yes,no,unknown,8,may,306,1,0,unknown,no
27,unemployed,single,primary,9,no,yes,cellular,9,jul,919,2,0,unknown,yes
53,management,married,unknown,527,yes,no,cellular,23,jul,71,3,0,unknown,no
35,admin.,single,secondary,0,yes,no,cellular,13,may,1073,1,0,unknown,yes
38,management,married,tertiary,1276,no,no,cellular,17,may,272,2,3,success,yes
39,management,single,tertiary,2454,yes,no,cellular,4,may,716,3,2,failure,yes
38,technician,married,secondary,183,yes,no,cellular,16,apr,256,3,2,failure,no
36,admin.,divorced,tertiary,4708,no,no,cellular,3,dec,284,1,1,failure,yes
35,blue-collar,single,secondary,855,yes,no,cellular,12,may,549,1,1,success,yes
30,blue-collar,single,tertiary,297,no,no,cellular,7,apr,465,4,0,unknown,yes
45,technician,married,secondary,2776,yes,no,cellular,27,jul,287,2,1,success,yes
68,retired,married,secondary,445,no,no,cellular,18,feb,475,1,0,unknown,yes
60,management,married,tertiary,5990,yes,no,cellular,6,may,396,3,0,unknown,yes
40,services,single,secondary,224,yes,no,cellular,17,apr,875,2,0,unknown,yes
36,admin.,divorced,tertiary,4708,no,no,cellular,15,jun,104,1,0,unknown,no
41,blue-collar,married,secondary,0,no,no,unknown,5,jun,85,2,0,unknown,no
46,services,married,primary,116,yes,no,cellular,18,may,267,4,3,failure,no
53,housemaid,divorced,secondary,292,no,no,unknown,12,jun,92,2,0,unknown,no
32,blue-collar,married,secondary,897,yes,no,cellular,7,apr,293,3,2,failure,no
55,management,married,tertiary,86,no,no,telephone,16,jun,64,1,0,unknown,no
25,student,single,secondary,4147,no,no,cellular,14,aug,211,3,0,unknown,yes
24,admin.,single,secondary,1235,yes,yes,unknown,30,may,76,3,0,unknown,no
35,management,married,tertiary,1133,yes,no,cellular,3,nov,102,1,0,unknown,yes
32,management,single,tertiary,0,yes,no,cellular,20,apr,415,2,0,unknown,no
45,admin.,married,secondary,204,yes,no,cellular,3,jun,224,2,0,unknown,yes
41,admin.,divorced,secondary,6046,yes,yes,telephone,15,mar,300,6,2,success,yes
28,services,single,secondary,373,yes,no,cellular,18,may,115,2,0,unknown,no
32,management,married,tertiary,141,yes,no,cellular,4,may,78,3,9,success,no
29,services,single,secondary,197,yes,no,cellular,5,may,19,2,0,unknown,no
33,admin.,single,tertiary,146,no,no,cellular,22,oct,380,1,3,success,yes
30,technician,married,secondary,2326,no,no,cellular,14,dec,420,1,2,failure,yes
28,technician,single,tertiary,1628,yes,no,cellular,25,jul,1422,2,0,unknown,yes
20,student,single,secondary,215,no,no,cellular,24,nov,325,1,5,success,yes
39,blue-collar,divorced,primary,-294,yes,no,unknown,5,jun,181,2,0,unknown,no
47,technician,married,tertiary,2408,no,no,cellular,30,apr,376,1,0,unknown,yes
43,blue-collar,married,primary,3917,no,no,cellular,2,mar,154,1,0,unknown,yes
59,management,married,tertiary,782,no,yes,cellular,13,aug,127,2,0,unknown,no
57,entrepreneur,divorced,tertiary,873,no,no,unknown,17,jun,441,3,0,unknown,no
24,student,single,unknown,782,no,no,cellular,4,may,12,7,1,other,no
49,blue-collar,married,primary,1032,yes,no,unknown,2,jun,41,5,0,unknown,no
44,admin.,married,secondary,10905,no,no,cellular,19,aug,240,2,1,other,yes
34,blue-collar,married,secondary,182,no,no,cellular,6,aug,938,2,0,unknown,yes
31,technician,single,secondary,1170,yes,no,unknown,2,jun,120,2,0,unknown,no
48,management,divorced,secondary,17,yes,no,cellular,17,nov,195,1,0,unknown,no
37,admin.,single,secondary,781,no,no,cellular,20,aug,75,1,0,unknown,no
45,admin.,married,secondary,149,yes,no,unknown,23,may,893,3,0,unknown,yes
34,blue-collar,married,secondary,1207,yes,no,unknown,21,may,905,1,0,unknown,yes
43,services,married,secondary,774,no,no,cellular,24,jun,482,1,2,success,yes
37,unemployed,married,secondary,1978,no,no,cellular,9,sep,404,1,1,success,yes
36,technician,divorced,secondary,1,no,no,cellular,8,aug,1242,3,0,unknown,yes
35,blue-collar,married,secondary,270,yes,yes,cellular,6,apr,332,2,1,failure,no
40,technician,married,secondary,2338,no,no,cellular,16,oct,717,2,0,unknown,yes
34,blue-collar,married,unknown,568,yes,no,cellular,25,jul,256,1,0,unknown,no
55,admin.,married,secondary,183,yes,no,unknown,6,may,150,1,0,unknown,no
34,technician,married,tertiary,197,no,no,cellular,20,aug,78,3,0,unknown,yes
33,services,single,secondary,772,yes,no,cellular,29,jan,323,2,3,success,no
34,services,married,secondary,40,yes,no,cellular,17,jul,302,2,0,unknown,no
45,technician,married,tertiary,377,yes,no,unknown,19,jun,835,3,0,unknown,yes
33,management,single,tertiary,718,yes,no,cellular,29,jun,271,1,3,success,yes
36,management,married,tertiary,3874,no,no,cellular,25,aug,425,6,0,unknown,no
46,blue-collar,married,primary,-44,no,yes,telephone,22,aug,16,13,0,unknown,no
72,retired,married,tertiary,3561,no,no,telephone,15,sep,511,3,7,success,yes
37,services,married,secondary,775,no,no,cellular,14,aug,150,2,0,unknown,yes
45,blue-collar,divorced,primary,594,yes,no,unknown,29,may,833,2,0,unknown,yes
40,technician,married,tertiary,1293,no,no,cellular,16,sep,1702,3,2,success,yes
59,unknown,divorced,unknown,27,no,no,unknown,5,may,347,3,0,unknown,no
27,technician,single,secondary,0,no,yes,cellular,8,jul,732,1,0,unknown,yes
73,retired,married,tertiary,448,no,no,cellular,24,mar,136,1,0,unknown,yes
47,admin.,divorced,secondary,225,no,no,cellular,28,aug,1126,4,0,unknown,yes
36,management,single,tertiary,219,no,no,cellular,3,feb,22,6,6,failure,no
52,services,married,primary,911,no,no,unknown,20,jun,29,2,0,unknown,no
41,technician,married,secondary,-274,yes,no,unknown,27,may,182,3,0,unknown,no
54,blue-collar,married,secondary,1070,no,no,cellular,18,nov,373,4,0,unknown,no
71,retired,married,primary,2600,no,no,cellular,13,nov,186,2,1,success,yes
46,admin.,divorced,secondary,1342,yes,no,cellular,4,feb,135,1,0,unknown,no
38,services,married,secondary,0,no,yes,cellular,16,jul,1473,6,0,unknown,no
64,retired,married,tertiary,1644,no,no,telephone,5,mar,341,4,4,success,yes
39,technician,single,tertiary,393,no,no,cellular,26,mar,281,1,0,unknown,yes
38,admin.,married,tertiary,1988,no,no,cellular,27,mar,164,2,2,failure,yes
58,technician,married,secondary,99,no,no,telephone,22,sep,396,2,0,unknown,yes
43,admin.,single,secondary,733,yes,no,cellular,19,nov,1102,3,0,unknown,yes
32,self-employed,married,tertiary,1214,no,no,cellular,11,aug,104,2,0,unknown,no
48,blue-collar,married,primary,816,yes,no,cellular,31,jul,114,7,0,unknown,no
38,technician,single,secondary,1711,no,no,cellular,20,apr,379,3,1,success,yes
38,technician,single,secondary,565,yes,no,cellular,30,apr,1143,1,0,unknown,yes
