id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
4530,23,technician,single,secondary,no,598,no,no,cellular,11,nov,406,1,195,1,failure,yes
4531,41,technician,married,secondary,no,1819,no,no,cellular,22,sep,397,1,371,3,failure,yes
4532,66,management,married,secondary,no,587,no,no,cellular,12,may,457,2,392,2,success,yes
4533,62,retired,married,secondary,no,1495,no,no,cellular,13,oct,896,1,57,2,success,yes
4534,28,self-employed,single,tertiary,no,442,no,no,cellular,19,jun,474,3,95,3,other,yes
4535,33,management,married,tertiary,no,271,yes,no,cellular,13,nov,182,2,91,2,success,yes
4536,77,retired,married,primary,no,29340,no,no,cellular,15,mar,257,1,91,2,other,yes
4537,54,management,married,tertiary,no,1014,no,yes,cellular,30,apr,240,1,162,2,failure,yes
4538,50,management,married,tertiary,no,2366,no,no,cellular,28,jan,816,2,149,1,other,yes
4539,31,housemaid,single,primary,no,26965,no,no,cellular,21,apr,654,2,-1,0,unknown,yes
4540,45,management,single,tertiary,no,1411,no,no,cellular,7,sep,800,2,102,3,failure,yes
4541,30,management,single,tertiary,no,617,no,no,cellular,27,feb,192,2,-1,0,unknown,yes
4542,40,technician,divorced,tertiary,no,4736,yes,no,cellular,11,feb,285,2,-1,0,unknown,yes
4543,67,retired,married,unknown,no,2540,no,no,telephone,14,sep,279,3,92,9,success,yes
4544,39,services,single,secondary,no,403,yes,no,cellular,7,may,1262,3,-1,0,unknown,yes
4545,20,blue-collar,single,secondary,no,423,yes,no,cellular,16,apr,498,1,-1,0,unknown,yes
4546,31,management,married,tertiary,no,131,no,no,cellular,18,feb,332,2,-1,0,unknown,yes
4547,31,admin.,single,tertiary,no,4041,no,no,cellular,30,apr,1034,2,-1,0,unknown,yes
4548,33,management,married,tertiary,no,273,yes,no,unknown,16,may,803,1,-1,0,unknown,yes
4549,45,blue-collar,married,primary,no,101,yes,no,unknown,12,may,460,5,-1,0,unknown,yes
4550,45,admin.,married,secondary,no,0,no,yes,telephone,15,jul,533,3,-1,0,unknown,yes
4551,31,technician,single,secondary,no,2544,no,no,cellular,15,jul,252,1,184,3,success,yes
4552,33,technician,married,tertiary,no,1699,no,no,cellular,6,nov,178,2,94,1,success,yes
4553,41,blue-collar,married,secondary,no,2689,yes,no,cellular,15,apr,135,1,-1,0,unknown,yes
4554,31,management,married,tertiary,no,3160,yes,no,cellular,26,apr,688,2,-1,0,unknown,yes
4555,50,housemaid,married,secondary,no,388,no,no,cellular,11,mar,203,2,-1,0,unknown,yes
4556,56,retired,married,secondary,no,393,no,yes,cellular,26,jul,183,1,221,2,failure,yes
4557,28,student,single,secondary,no,69,no,no,cellular,30,jan,532,2,-1,0,unknown,yes
4558,35,technician,single,tertiary,no,2658,yes,no,cellular,19,aug,768,2,141,3,failure,yes
4559,30,services,single,secondary,yes,-366,yes,no,cellular,18,jul,516,1,-1,0,unknown,yes
4560,64,retired,married,secondary,no,466,yes,no,cellular,18,oct,526,1,-1,0,unknown,yes
4561,32,student,single,tertiary,no,64,no,no,cellular,30,jun,598,4,105,5,failure,yes
4562,29,blue-collar,married,secondary,no,580,yes,yes,cellular,17,apr,1311,2,-1,0,unknown,yes
4563,29,management,single,secondary,no,3317,no,yes,telephone,4,may,640,7,-1,0,unknown,yes
4564,51,blue-collar,married,secondary,no,955,no,yes,cellular,17,dec,221,3,-1,0,unknown,yes
4565,40,housemaid,single,tertiary,no,7441,no,no,cellular,31,jul,1461,6,-1,0,unknown,yes
4566,45,technician,married,tertiary,no,377,yes,no,unknown,19,jun,835,3,-1,0,unknown,yes
4567,36,admin.,single,tertiary,no,994,no,no,cellular,6,may,211,1,90,6,success,yes
4568,31,blue-collar,married,secondary,no,1766,no,yes,cellular,5,jun,166,2,-1,0,unknown,yes
4569,43,services,married,secondary,no,-236,yes,no,cellular,28,jul,745,7,-1,0,unknown,yes
4570,42,services,married,secondary,no,774,no,no,cellular,28,jan,997,1,-1,0,unknown,yes
4571,46,admin.,married,secondary,no,659,yes,no,telephone,29,jul,1127,11,-1,0,unknown,yes
4572,34,technician,married,tertiary,no,149,no,no,cellular,22,aug,739,2,-1,0,unknown,yes
4573,52,blue-collar,married,secondary,no,1405,no,yes,cellular,17,jul,753,2,-1,0,unknown,yes
4574,47,admin.,married,secondary,no,290,yes,no,cellular,22,jul,1352,2,-1,0,unknown,yes
4575,40,student,single,secondary,no,595,yes,no,cellular,3,jun,406,2,-1,0,unknown,yes
4576,26,student,single,secondary,no,4613,no,no,cellular,28,may,663,3,196,2,other,yes
4577,45,technician,married,secondary,no,0,yes,no,cellular,7,dec,344,1,-1,0,unknown,yes
4578,55,retired,divorced,secondary,no,2204,no,no,cellular,22,feb,261,1,264,1,failure,yes
4579,42,unemployed,married,tertiary,no,576,no,no,cellular,3,jun,447,2,96,1,success,yes
4580,40,management,single,tertiary,no,3840,yes,no,cellular,24,sep,232,2,409,2,success,yes
4581,43,technician,married,secondary,no,1358,no,no,cellular,10,mar,159,3,-1,0,unknown,yes
4582,26,student,single,tertiary,no,5169,yes,no,cellular,25,may,397,1,35,2,failure,yes
4583,31,blue-collar,married,secondary,no,0,yes,no,unknown,10,aug,97,1,782,1,other,yes
4584,31,management,single,tertiary,no,533,no,no,cellular,11,feb,144,1,91,9,success,yes
4585,29,services,single,tertiary,no,1788,no,no,cellular,27,oct,353,1,-1,0,unknown,yes
4586,44,self-employed,divorced,tertiary,no,1070,yes,no,cellular,12,aug,137,2,104,3,success,yes
4587,35,management,single,tertiary,no,80,no,no,cellular,4,sep,434,2,94,1,other,yes
4588,36,technician,single,secondary,no,3254,yes,no,unknown,27,oct,207,1,-1,0,unknown,yes
4589,30,admin.,single,secondary,no,1309,no,no,cellular,28,jan,622,1,-1,0,unknown,yes
4590,48,management,married,tertiary,no,0,no,yes,cellular,19,feb,204,4,182,1,success,yes
4591,33,management,single,unknown,no,1534,yes,no,cellular,11,jul,1041,2,-1,0,unknown,yes
4592,36,management,married,tertiary,no,535,no,no,cellular,20,apr,150,2,-1,0,unknown,yes
4593,46,admin.,married,secondary,no,368,no,no,cellular,20,aug,293,1,90,4,other,yes
4594,35,unemployed,single,tertiary,no,415,no,no,cellular,4,may,164,2,89,2,success,yes
4595,46,technician,married,secondary,no,3434,no,yes,cellular,8,jun,148,2,101,1,success,yes
4596,32,admin.,married,secondary,no,35,no,no,cellular,17,dec,324,3,126,3,success,yes
4597,46,services,married,secondary,no,2948,no,no,cellular,21,nov,893,1,-1,0,unknown,yes
4598,54,housemaid,married,tertiary,no,2473,no,no,cellular,5,mar,607,2,-1,0,unknown,yes
4599,36,management,married,tertiary,no,1133,yes,no,cellular,4,aug,293,1,181,2,other,yes
4600,29,admin.,single,secondary,no,306,yes,no,cellular,18,may,774,4,-1,0,unknown,yes
4601,58,management,married,secondary,no,-382,no,no,cellular,31,jul,644,12,-1,0,unknown,yes
4602,35,admin.,divorced,secondary,no,1224,yes,no,cellular,3,nov,187,1,-1,0,unknown,yes
4603,30,management,single,tertiary,no,5359,no,no,cellular,27,may,119,1,98,1,success,yes
4604,31,technician,married,tertiary,no,2166,no,no,cellular,13,jul,577,6,182,2,success,yes
4605,35,management,married,tertiary,no,925,no,no,cellular,8,jun,200,4,-1,0,unknown,yes
4606,36,management,married,tertiary,no,495,no,no,cellular,5,aug,157,3,97,2,success,yes
4607,34,admin.,married,secondary,no,2374,yes,no,cellular,9,nov,161,1,209,2,failure,yes
4608,28,student,single,secondary,no,1925,no,no,cellular,25,may,252,1,88,4,failure,yes
4609,23,services,single,secondary,no,279,yes,no,cellular,18,may,843,1,370,1,failure,yes
4610,46,blue-collar,married,unknown,no,842,yes,no,telephone,8,may,833,1,-1,0,unknown,yes
4611,33,unemployed,single,tertiary,no,6748,no,no,cellular,14,aug,1579,2,-1,0,unknown,yes
4612,25,management,married,tertiary,no,-242,yes,yes,cellular,18,may,600,4,332,4,other,yes
4613,43,blue-collar,married,primary,no,3917,no,no,cellular,2,mar,154,1,-1,0,unknown,yes
4614,38,technician,single,secondary,no,1711,no,no,telephone,30,sep,234,1,-1,0,unknown,yes
4615,62,retired,married,secondary,no,298,no,no,cellular,17,nov,709,2,-1,0,unknown,yes
4616,33,unknown,married,secondary,no,335,no,no,cellular,4,feb,891,2,177,7,failure,yes
4617,53,management,married,unknown,no,2240,yes,no,cellular,2,jun,282,2,385,1,success,yes
4618,38,technician,married,secondary,no,1478,no,no,cellular,12,aug,926,4,-1,0,unknown,yes
4619,32,entrepreneur,married,secondary,no,390,no,no,cellular,6,sep,440,1,280,1,failure,yes
4620,24,student,single,secondary,no,1234,no,no,cellular,21,jul,314,1,156,2,success,yes
4621,26,management,single,tertiary,no,3704,no,no,cellular,19,aug,238,4,-1,0,unknown,yes
4622,55,blue-collar,married,unknown,no,890,no,no,cellular,22,aug,1329,2,-1,0,unknown,yes
4623,47,management,married,tertiary,no,3663,no,no,cellular,30,mar,364,3,-1,0,unknown,yes
4624,58,blue-collar,single,secondary,no,119,yes,yes,cellular,12,may,985,1,-1,0,unknown,yes
4625,30,blue-collar,married,secondary,no,167,yes,no,cellular,10,jul,255,1,-1,0,unknown,yes
4626,39,technician,single,secondary,no,1022,yes,no,unknown,20,may,1410,2,-1,0,unknown,yes
4627,30,admin.,single,tertiary,no,305,no,no,cellular,4,feb,227,2,-1,0,unknown,yes
4628,34,blue-collar,divorced,unknown,no,172,no,no,cellular,15,jun,177,1,-1,0,unknown,yes
4629,34,management,married,tertiary,no,3047,no,no,cellular,30,apr,317,1,160,5,other,yes
4630,56,management,married,tertiary,no,616,no,no,cellular,30,apr,225,1,83,1,success,yes
4631,27,services,single,secondary,no,453,no,no,cellular,19,apr,142,2,-1,0,unknown,yes
4632,46,self-employed,single,secondary,no,526,no,no,cellular,30,apr,523,1,87,2,other,yes
4633,32,management,married,tertiary,no,169,no,no,telephone,14,aug,698,2,-1,0,unknown,yes
4634,27,services,single,secondary,no,1347,no,no,telephone,28,dec,824,1,193,11,success,yes
4635,36,blue-collar,married,primary,no,378,yes,no,cellular,5,may,1240,1,-1,0,unknown,yes
4636,46,admin.,single,tertiary,no,2889,yes,no,cellular,5,may,494,1,-1,0,unknown,yes
4637,46,technician,married,secondary,no,57,no,no,unknown,28,may,796,1,-1,0,unknown,yes
4638,49,management,married,tertiary,no,0,no,no,telephone,17,oct,223,1,-1,0,unknown,yes
4639,39,technician,married,tertiary,no,1293,no,no,cellular,3,jun,140,2,-1,0,unknown,yes
4640,33,technician,single,secondary,no,2085,no,no,cellular,9,feb,501,2,-1,0,unknown,yes
4641,48,entrepreneur,single,secondary,no,315,no,no,unknown,11,feb,271,1,-1,0,unknown,yes
4642,38,blue-collar,married,secondary,no,1627,no,no,unknown,16,jun,1323,9,-1,0,unknown,yes
4643,60,retired,married,secondary,no,1853,no,no,cellular,10,feb,234,1,183,1,success,yes
4644,33,technician,single,secondary,no,1429,yes,no,cellular,31,aug,268,8,-1,0,unknown,yes
4645,64,management,married,tertiary,no,3951,no,no,cellular,28,jan,134,1,91,1,success,yes
4646,22,self-employed,single,tertiary,no,780,no,no,cellular,17,mar,272,3,-1,0,unknown,yes
4647,34,technician,divorced,tertiary,no,674,yes,no,cellular,7,aug,587,2,-1,0,unknown,yes
4648,36,blue-collar,married,secondary,no,218,yes,no,cellular,4,may,619,6,-1,0,unknown,yes
4649,72,retired,married,primary,no,763,no,no,cellular,24,apr,384,2,-1,0,unknown,yes
4650,37,services,married,secondary,no,4151,yes,yes,cellular,30,jul,543,4,-1,0,unknown,yes
4651,78,retired,divorced,primary,no,2787,no,no,telephone,1,jul,372,1,-1,0,unknown,yes
4652,31,technician,married,tertiary,no,26,no,yes,cellular,18,nov,419,1,127,6,other,yes
4653,20,student,single,secondary,no,153,no,no,unknown,21,jun,100,1,-1,0,unknown,yes
4654,60,self-employed,married,primary,no,362,no,yes,cellular,29,jul,816,6,-1,0,unknown,yes
4655,36,self-employed,married,secondary,no,1184,yes,no,cellular,6,apr,1063,1,-1,0,unknown,yes
4656,51,technician,married,secondary,no,6840,no,no,telephone,7,jul,257,1,-1,0,unknown,yes
4657,26,blue-collar,single,secondary,no,3145,no,no,cellular,28,dec,1141,1,209,1,other,yes
4658,48,admin.,married,secondary,no,660,no,no,cellular,18,feb,318,1,561,2,success,yes
4659,49,management,married,tertiary,no,1311,yes,no,cellular,8,may,813,1,-1,0,unknown,yes
4660,20,student,single,secondary,no,215,no,no,cellular,24,nov,325,1,95,5,success,yes
4661,77,retired,married,primary,no,3324,no,no,cellular,13,may,289,1,91,5,success,yes
4662,42,management,single,tertiary,yes,0,yes,no,cellular,21,nov,824,1,-1,0,unknown,yes
4663,31,admin.,single,secondary,no,747,yes,no,unknown,26,may,543,2,-1,0,unknown,yes
4664,56,blue-collar,married,secondary,no,448,yes,yes,cellular,17,may,556,1,181,2,other,yes
4665,32,technician,single,tertiary,no,1246,yes,no,cellular,30,apr,509,1,85,2,success,yes
4666,33,management,married,tertiary,no,271,yes,no,cellular,14,aug,801,2,-1,0,unknown,yes
4667,33,management,single,tertiary,no,1271,yes,no,cellular,15,apr,636,3,330,1,failure,yes
4668,54,housemaid,married,secondary,no,962,yes,no,cellular,29,oct,288,3,-1,0,unknown,yes
4669,28,student,single,tertiary,no,3054,no,no,cellular,30,apr,384,1,80,6,other,yes
4670,41,unemployed,married,tertiary,no,0,no,no,cellular,30,oct,373,3,-1,0,unknown,yes
4671,51,management,married,tertiary,no,346,no,no,cellular,12,nov,134,2,192,3,failure,yes
4672,43,blue-collar,divorced,primary,no,3550,no,no,cellular,20,nov,1154,1,-1,0,unknown,yes
4673,36,management,single,tertiary,no,1379,no,no,cellular,25,may,189,1,186,1,failure,yes
4674,49,management,married,tertiary,no,1093,yes,yes,cellular,12,jan,243,2,91,2,success,yes
4675,47,admin.,divorced,secondary,no,295,yes,no,unknown,6,jun,94,2,-1,0,unknown,yes
4676,30,services,married,secondary,no,129,yes,no,unknown,26,may,1446,7,-1,0,unknown,yes
4677,31,technician,married,tertiary,no,636,yes,no,cellular,4,may,352,4,-1,0,unknown,yes
4678,39,technician,married,secondary,no,4101,yes,no,cellular,18,feb,146,2,264,1,other,yes
4679,40,management,married,tertiary,no,3352,yes,no,telephone,23,oct,138,1,-1,0,unknown,yes
4680,48,management,single,tertiary,no,334,yes,no,cellular,28,sep,600,2,92,12,success,yes
4681,30,services,divorced,secondary,no,341,yes,no,cellular,20,nov,478,1,-1,0,unknown,yes
4682,41,entrepreneur,married,secondary,no,8491,yes,no,cellular,18,nov,929,1,-1,0,unknown,yes
4683,33,services,married,secondary,no,227,yes,yes,cellular,13,aug,477,2,-1,0,unknown,yes
4684,25,student,single,secondary,no,125,no,no,cellular,9,feb,215,1,92,2,success,yes
4685,49,admin.,married,secondary,no,3608,yes,no,unknown,13,nov,231,1,-1,0,unknown,yes
4686,32,management,single,tertiary,no,2536,yes,no,cellular,26,aug,958,6,-1,0,unknown,yes
4687,64,management,married,tertiary,no,4688,no,no,cellular,21,oct,200,1,-1,0,unknown,yes
4688,28,student,single,secondary,no,0,no,no,cellular,18,feb,209,20,-1,0,unknown,yes
4689,37,management,married,tertiary,no,1113,no,no,cellular,2,mar,229,1,182,1,success,yes
4690,25,blue-collar,single,secondary,no,1857,yes,no,cellular,13,apr,295,4,187,6,success,yes
4691,53,admin.,single,secondary,no,2892,no,no,cellular,9,apr,527,3,-1,0,unknown,yes
4692,62,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,apr,103,1,182,3,success,yes
4693,34,services,married,secondary,no,1076,no,no,cellular,12,may,152,1,182,6,success,yes
4694,26,admin.,single,secondary,yes,-930,yes,no,cellular,14,may,786,1,-1,0,unknown,yes
4695,39,blue-collar,married,secondary,no,1382,yes,no,cellular,11,feb,397,2,-1,0,unknown,yes
4696,45,management,single,tertiary,no,2048,yes,no,cellular,18,oct,310,1,804,1,failure,yes
4697,19,student,single,primary,no,608,no,no,cellular,12,may,236,1,180,2,success,yes
4698,33,blue-collar,divorced,unknown,yes,-274,yes,yes,cellular,17,apr,715,2,329,2,failure,yes
4699,43,admin.,married,secondary,no,132,no,no,cellular,27,may,187,2,71,1,success,yes
4700,35,technician,single,secondary,no,344,no,no,cellular,27,aug,519,16,-1,0,unknown,yes
4701,52,blue-collar,married,secondary,no,2230,no,no,cellular,29,oct,423,3,-1,0,unknown,yes
4702,28,self-employed,single,secondary,no,5679,yes,no,cellular,9,feb,701,4,-1,0,unknown,yes
4703,35,blue-collar,single,secondary,no,885,yes,no,cellular,15,jul,632,6,-1,0,unknown,yes
4704,50,blue-collar,married,primary,no,3764,no,no,telephone,9,sep,214,2,99,4,failure,yes
4705,37,services,married,secondary,no,4017,no,no,cellular,30,apr,665,2,196,1,success,yes
4706,36,technician,married,secondary,no,368,yes,yes,unknown,6,may,1597,2,-1,0,unknown,yes
4707,61,retired,married,secondary,no,569,no,no,cellular,4,aug,219,1,-1,0,unknown,yes
4708,24,blue-collar,married,secondary,no,272,no,no,cellular,16,nov,105,2,94,2,success,yes
4709,35,services,single,primary,no,167,no,yes,cellular,11,jul,614,2,-1,0,unknown,yes
4710,32,management,married,tertiary,no,1388,yes,no,cellular,30,apr,753,1,-1,0,unknown,yes
4711,45,blue-collar,married,secondary,no,7895,yes,no,cellular,4,feb,872,1,-1,0,unknown,yes
4712,43,blue-collar,married,secondary,no,2160,no,no,cellular,8,sep,261,1,98,1,success,yes
4713,39,technician,married,secondary,no,1587,yes,no,cellular,2,jun,171,3,-1,0,unknown,yes
4714,35,management,divorced,tertiary,no,1723,yes,no,cellular,25,jul,862,1,-1,0,unknown,yes
4715,23,student,single,tertiary,no,691,no,no,cellular,27,may,1178,1,178,6,success,yes
4716,34,blue-collar,married,secondary,no,243,yes,no,cellular,18,may,507,1,-1,0,unknown,yes
4717,47,admin.,single,secondary,no,3696,no,no,cellular,12,jan,758,4,-1,0,unknown,yes
4718,21,student,single,secondary,no,71,no,no,cellular,13,jan,169,2,-1,0,unknown,yes
4719,37,unknown,single,tertiary,no,0,no,no,cellular,8,jun,257,2,97,1,success,yes
4720,53,admin.,married,secondary,no,3765,no,no,unknown,20,jun,1094,3,-1,0,unknown,yes
4721,46,blue-collar,married,primary,no,977,no,yes,telephone,2,feb,436,3,-1,0,unknown,yes
4722,26,technician,single,tertiary,no,15161,no,no,cellular,2,feb,280,1,-1,0,unknown,yes
4723,51,admin.,married,tertiary,no,0,yes,yes,cellular,8,mar,124,2,-1,0,unknown,yes
4724,58,entrepreneur,married,tertiary,no,776,yes,no,telephone,9,jul,990,1,-1,0,unknown,yes
4725,51,admin.,single,secondary,no,1994,no,no,unknown,18,jun,771,2,-1,0,unknown,yes
4726,33,admin.,married,secondary,no,616,no,no,cellular,6,sep,250,3,-1,0,unknown,yes
4727,46,housemaid,married,primary,no,3512,no,no,cellular,30,oct,175,1,197,1,failure,yes
4728,34,technician,single,tertiary,no,6529,no,no,cellular,14,aug,505,2,-1,0,unknown,yes
4729,40,blue-collar,married,primary,no,0,yes,no,cellular,21,jul,1080,4,-1,0,unknown,yes
4730,40,admin.,divorced,secondary,no,2129,no,no,cellular,30,apr,452,1,-1,0,unknown,yes
4731,46,technician,single,secondary,no,874,no,no,cellular,19,nov,819,3,-1,0,unknown,yes
4732,59,entrepreneur,married,secondary,no,496,no,no,cellular,22,oct,738,3,183,1,success,yes
4733,34,technician,married,tertiary,no,1539,yes,no,cellular,15,jun,441,1,56,1,other,yes
4734,49,management,divorced,tertiary,no,348,no,no,cellular,30,oct,125,1,-1,0,unknown,yes
4735,28,management,single,tertiary,no,1287,yes,no,cellular,26,feb,65,1,-1,0,unknown,yes
4736,56,management,married,tertiary,no,12356,yes,no,cellular,26,may,410,1,551,5,other,yes
4737,28,technician,single,secondary,no,5763,no,yes,cellular,5,mar,196,2,-1,0,unknown,yes
4738,33,blue-collar,married,secondary,no,-267,yes,no,cellular,20,apr,1030,3,-1,0,unknown,yes
4739,37,unemployed,single,secondary,no,443,no,no,cellular,29,jan,1600,1,-1,0,unknown,yes
4740,38,services,married,secondary,no,934,yes,no,cellular,14,may,715,1,-1,0,unknown,yes
4741,25,technician,single,secondary,no,4859,no,no,cellular,12,jan,227,1,-1,0,unknown,yes
4742,74,retired,married,tertiary,no,1843,no,no,cellular,15,sep,251,2,184,3,success,yes
4743,42,unemployed,married,secondary,no,1289,no,no,cellular,15,jul,250,4,415,2,failure,yes
4744,29,housemaid,single,tertiary,no,19,no,no,cellular,3,dec,274,1,230,1,success,yes
4745,60,retired,married,secondary,no,8332,no,no,cellular,16,mar,279,1,194,7,other,yes
4746,41,blue-collar,married,secondary,no,5517,yes,no,cellular,10,jul,584,1,-1,0,unknown,yes
4747,51,admin.,married,secondary,no,949,no,no,cellular,5,aug,1092,1,-1,0,unknown,yes
4748,49,blue-collar,married,primary,no,-157,yes,no,cellular,7,jul,491,3,-1,0,unknown,yes
4749,41,management,married,tertiary,no,254,no,no,cellular,9,jun,183,2,294,2,failure,yes
4750,31,blue-collar,married,secondary,no,136,no,no,cellular,12,may,228,2,267,1,failure,yes
4751,25,admin.,single,secondary,no,285,no,no,cellular,3,jul,658,3,-1,0,unknown,yes
4752,32,management,divorced,tertiary,no,874,no,no,cellular,12,aug,1282,6,-1,0,unknown,yes
4753,73,retired,married,tertiary,no,1641,yes,no,cellular,27,feb,49,2,-1,0,unknown,yes
4754,31,management,single,secondary,no,1088,yes,no,cellular,8,apr,575,2,-1,0,unknown,yes
4755,32,student,single,tertiary,no,1138,no,no,telephone,10,feb,402,3,-1,0,unknown,yes
4756,27,student,single,tertiary,no,13107,yes,no,cellular,6,apr,661,1,314,2,failure,yes
4757,60,retired,married,tertiary,no,2557,yes,no,cellular,2,feb,415,1,-1,0,unknown,yes
4758,34,admin.,married,tertiary,no,142,yes,no,cellular,13,may,459,1,-1,0,unknown,yes
4759,43,admin.,single,secondary,no,733,yes,no,cellular,19,nov,1102,3,-1,0,unknown,yes
4760,31,entrepreneur,single,tertiary,yes,-405,yes,yes,cellular,13,aug,703,2,-1,0,unknown,yes
4761,42,management,single,tertiary,no,11008,no,no,cellular,28,jul,822,6,405,1,success,yes
4762,27,services,single,secondary,no,246,no,no,cellular,17,jun,453,2,-1,0,unknown,yes
4763,57,retired,married,tertiary,no,0,yes,yes,unknown,28,may,648,1,-1,0,unknown,yes
4764,30,management,single,tertiary,no,536,no,no,cellular,14,jan,362,2,91,2,success,yes
4765,45,admin.,divorced,tertiary,no,1506,no,no,cellular,28,jul,365,4,-1,0,unknown,yes
4766,49,admin.,single,secondary,no,716,yes,no,unknown,15,may,1257,3,-1,0,unknown,yes
4767,31,management,single,tertiary,no,354,no,no,cellular,21,apr,242,2,-1,0,unknown,yes
4768,41,management,divorced,tertiary,no,1757,no,no,cellular,22,apr,314,1,239,13,failure,yes
4769,57,technician,married,secondary,no,7554,no,no,telephone,28,oct,141,1,-1,0,unknown,yes
4770,57,management,divorced,unknown,no,854,no,no,cellular,6,oct,480,1,40,5,success,yes
4771,58,retired,married,secondary,no,1230,no,no,cellular,20,may,420,1,87,1,failure,yes
4772,54,management,married,tertiary,no,1303,no,no,cellular,3,feb,1635,1,-1,0,unknown,yes
4773,36,management,married,tertiary,no,93,no,no,cellular,12,jul,262,2,182,7,failure,yes
4774,53,services,divorced,primary,no,-291,yes,yes,unknown,7,may,591,1,-1,0,unknown,yes
4775,34,admin.,married,tertiary,no,69,no,yes,cellular,3,aug,263,3,251,3,success,yes
4776,27,unemployed,single,secondary,no,771,no,no,cellular,21,oct,181,1,302,3,other,yes
4777,41,services,single,secondary,no,-675,yes,yes,cellular,18,mar,147,4,-1,0,unknown,yes
4778,62,technician,married,secondary,no,973,no,no,cellular,2,feb,326,1,-1,0,unknown,yes
4779,27,blue-collar,single,primary,no,377,no,no,cellular,19,feb,645,2,-1,0,unknown,yes
4780,37,technician,married,secondary,no,480,no,no,cellular,22,oct,344,2,182,8,other,yes
4781,22,student,single,secondary,no,552,no,no,cellular,1,sep,327,1,-1,0,unknown,yes
4782,27,student,single,tertiary,no,3733,yes,no,telephone,13,feb,299,6,-1,0,unknown,yes
4783,30,services,single,secondary,no,-158,yes,no,cellular,12,may,426,1,370,2,failure,yes
4784,28,admin.,single,secondary,no,136,no,no,cellular,16,jun,355,1,-1,0,unknown,yes
4785,27,admin.,single,secondary,no,4590,yes,no,cellular,10,nov,131,4,89,3,failure,yes
4786,42,management,divorced,secondary,no,283,yes,no,cellular,23,jul,761,1,-1,0,unknown,yes
4787,36,management,married,tertiary,no,0,yes,no,telephone,23,oct,140,1,143,3,failure,yes
4788,27,blue-collar,married,secondary,no,419,yes,no,unknown,4,jun,1181,2,-1,0,unknown,yes
4789,58,services,divorced,secondary,no,462,no,no,cellular,12,aug,332,1,-1,0,unknown,yes
4790,55,technician,divorced,secondary,yes,4,no,no,cellular,28,jan,1048,1,-1,0,unknown,yes
4791,52,admin.,divorced,secondary,no,363,yes,no,cellular,21,aug,168,1,462,1,success,yes
4792,42,management,single,tertiary,no,7560,no,no,cellular,28,jan,132,1,-1,0,unknown,yes
4793,46,management,divorced,tertiary,no,1297,no,no,cellular,11,aug,716,3,-1,0,unknown,yes
4794,32,technician,single,secondary,no,40,no,no,cellular,8,aug,419,2,-1,0,unknown,yes
4795,52,technician,single,secondary,no,436,no,yes,unknown,22,mar,95,1,-1,0,unknown,yes
4796,57,admin.,married,secondary,no,403,yes,no,cellular,18,may,603,1,340,2,other,yes
4797,40,technician,single,secondary,no,5637,yes,no,unknown,30,may,553,3,-1,0,unknown,yes
4798,30,self-employed,single,tertiary,no,916,no,no,cellular,29,dec,449,2,-1,0,unknown,yes
4799,30,management,married,tertiary,no,1942,yes,yes,cellular,21,nov,436,2,178,3,other,yes
4800,39,technician,divorced,secondary,no,385,no,no,cellular,13,oct,242,1,48,2,failure,yes
4801,28,technician,single,secondary,yes,-1042,yes,no,unknown,6,jun,712,2,-1,0,unknown,yes
4802,34,management,married,tertiary,no,3696,no,no,cellular,8,apr,758,2,160,5,other,yes
4803,30,management,single,tertiary,no,3384,no,no,cellular,4,jun,578,2,-1,0,unknown,yes
4804,24,technician,married,secondary,no,556,yes,no,cellular,8,feb,278,1,94,4,success,yes
4805,59,management,married,tertiary,no,315,no,no,cellular,2,mar,591,1,176,2,failure,yes
4806,38,unemployed,married,tertiary,no,2812,yes,no,cellular,30,apr,830,1,-1,0,unknown,yes
4807,47,unemployed,married,primary,no,324,no,no,cellular,21,nov,462,2,-1,0,unknown,yes
4808,52,blue-collar,married,secondary,no,-519,yes,no,unknown,9,jun,442,8,-1,0,unknown,yes
4809,35,student,single,secondary,no,188,yes,no,cellular,16,feb,75,3,200,5,failure,yes
4810,61,management,married,tertiary,no,267,no,no,cellular,20,apr,190,1,-1,0,unknown,yes
4811,46,self-employed,divorced,tertiary,no,21,no,no,cellular,30,jul,566,2,-1,0,unknown,yes
4812,55,admin.,married,unknown,no,2038,no,no,cellular,9,apr,394,1,-1,0,unknown,yes
4813,42,technician,single,unknown,no,11115,no,no,cellular,10,aug,187,1,102,1,success,yes
4814,26,management,single,tertiary,no,194,no,no,cellular,22,apr,407,2,-1,0,unknown,yes
4815,58,admin.,married,secondary,no,169,no,no,cellular,13,aug,880,1,92,8,success,yes
4816,46,management,divorced,secondary,no,0,no,no,cellular,27,aug,763,5,-1,0,unknown,yes
4817,39,management,married,secondary,no,2981,no,no,cellular,26,mar,200,1,-1,0,unknown,yes
4818,29,student,single,secondary,no,67,no,no,cellular,23,feb,211,1,187,5,success,yes
4819,21,technician,single,unknown,no,360,no,no,cellular,26,may,131,2,-1,0,unknown,yes
4820,57,technician,married,primary,no,3376,yes,no,telephone,2,jun,421,2,-1,0,unknown,yes
