@relation bank-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P30.0

@attribute age numeric
@attribute job {admin.,technician,services,management,retired,blue-collar,unemployed,entrepreneur,housemaid,unknown,self-employed,student}
@attribute marital {married,single,divorced}
@attribute education {secondary,tertiary,primary,unknown}
@attribute balance numeric
@attribute housing {yes,no}
@attribute loan {no,yes}
@attribute contact {unknown,cellular,telephone}
@attribute day numeric
@attribute month {may,jun,jul,aug,oct,nov,dec,jan,feb,mar,apr,sep}
@attribute duration numeric
@attribute campaign numeric
@attribute previous numeric
@attribute poutcome {unknown,other,failure,success}
@attribute deposit {yes,no}

@data
61,retired,married,secondary,77,no,no,cellular,6,aug,455,4,0,unknown,yes
34,admin.,married,secondary,920,no,no,cellular,14,may,526,3,3,success,yes
32,management,single,tertiary,124,no,no,cellular,4,feb,87,2,0,unknown,no
32,management,single,tertiary,623,no,no,cellular,6,jul,335,3,2,failure,yes
34,management,single,tertiary,2646,no,no,cellular,14,apr,142,1,0,unknown,yes
29,management,single,tertiary,697,no,no,cellular,30,apr,365,1,1,success,yes
35,technician,married,secondary,1,yes,yes,unknown,21,may,85,1,0,unknown,no
46,management,married,secondary,5127,no,no,cellular,6,aug,472,1,0,unknown,no
31,management,single,tertiary,1619,no,no,cellular,30,apr,327,2,0,unknown,yes
50,technician,divorced,secondary,8016,no,no,cellular,17,jul,903,4,0,unknown,no
35,management,married,tertiary,178,no,no,cellular,14,aug,76,2,0,unknown,no
44,self-employed,single,tertiary,18558,yes,no,cellular,20,nov,51,1,4,other,no
34,technician,single,secondary,5731,yes,no,cellular,21,jul,101,3,0,unknown,no
37,blue-collar,married,secondary,509,yes,no,cellular,20,apr,172,1,0,unknown,no
41,services,married,secondary,3992,yes,no,telephone,20,nov,281,2,0,unknown,no
37,services,married,secondary,4017,no,no,cellular,16,oct,156,1,0,unknown,yes
33,services,married,secondary,207,yes,no,cellular,14,may,629,4,0,unknown,yes
35,entrepreneur,married,secondary,2971,no,no,cellular,21,nov,112,2,0,unknown,no
32,technician,married,secondary,1547,no,no,cellular,26,oct,289,1,4,other,yes
38,technician,single,tertiary,1101,no,no,cellular,30,apr,800,1,0,unknown,yes
33,management,married,tertiary,0,yes,no,cellular,17,apr,378,1,0,unknown,yes
27,admin.,single,secondary,454,no,yes,cellular,15,jul,331,2,0,unknown,no
40,admin.,married,secondary,-253,yes,no,cellular,9,jul,177,1,0,unknown,no
32,admin.,married,secondary,366,no,no,cellular,14,jan,366,2,0,unknown,yes
34,services,single,tertiary,3119,no,no,cellular,16,oct,306,1,0,unknown,yes
36,entrepreneur,married,primary,177,yes,no,unknown,12,may,63,5,0,unknown,no
35,admin.,married,secondary,-488,yes,no,unknown,2,jun,97,4,0,unknown,no
33,management,married,secondary,369,no,no,cellular,11,feb,446,1,0,unknown,yes
44,blue-collar,single,secondary,-435,yes,no,unknown,27,may,141,2,0,unknown,no
43,management,divorced,secondary,51,no,no,cellular,2,feb,430,1,0,unknown,yes
56,retired,divorced,tertiary,158,no,yes,cellular,21,jul,854,1,0,unknown,yes
56,technician,married,secondary,6619,yes,no,telephone,4,nov,465,1,0,unknown,yes
46,admin.,married,secondary,70,yes,no,cellular,27,mar,229,2,0,unknown,yes
49,services,married,secondary,7019,yes,no,cellular,2,jun,263,1,3,failure,yes
51,management,divorced,tertiary,1267,yes,no,unknown,30,may,254,2,0,unknown,no
55,management,married,primary,19,yes,no,unknown,16,may,56,3,0,unknown,no
53,housemaid,married,secondary,1182,yes,no,cellular,7,sep,82,1,1,failure,no
38,technician,single,tertiary,25,yes,no,cellular,1,jun,232,2,0,unknown,yes
64,self-employed,married,tertiary,661,no,no,cellular,21,dec,367,2,2,failure,yes
55,management,divorced,tertiary,2383,no,no,cellular,3,jun,591,2,0,unknown,yes
26,student,single,secondary,2572,yes,no,cellular,5,may,620,1,0,unknown,no
36,admin.,married,secondary,212,yes,yes,cellular,23,jul,1201,6,0,unknown,yes
33,unemployed,single,secondary,682,no,no,cellular,5,feb,251,1,0,unknown,no
21,student,single,secondary,357,no,no,cellular,2,sep,115,3,0,unknown,no
71,retired,married,tertiary,4388,no,no,cellular,8,jul,896,2,0,unknown,yes
34,management,married,tertiary,557,yes,no,cellular,16,jul,513,1,0,unknown,no
38,management,married,tertiary,590,no,no,cellular,31,jul,49,2,0,unknown,no
53,admin.,married,secondary,10541,no,no,cellular,9,nov,178,1,0,unknown,yes
35,admin.,divorced,secondary,3636,no,yes,cellular,21,nov,808,2,0,unknown,yes
28,management,single,tertiary,1414,yes,no,cellular,8,jul,294,1,1,failure,yes
43,management,married,tertiary,2640,no,no,cellular,21,nov,314,4,0,unknown,yes
37,self-employed,married,secondary,3396,no,no,cellular,18,aug,69,6,0,unknown,no
32,admin.,single,tertiary,272,yes,no,cellular,7,oct,73,2,0,unknown,no
39,admin.,single,secondary,2854,yes,no,unknown,2,jun,64,1,0,unknown,no
29,management,single,tertiary,-11,yes,no,cellular,14,may,164,2,0,unknown,no
28,self-employed,single,tertiary,160,no,no,unknown,11,nov,158,1,0,unknown,yes
26,admin.,single,secondary,274,no,no,cellular,1,apr,351,3,0,unknown,yes
28,unemployed,single,tertiary,497,yes,no,cellular,24,jul,1602,6,0,unknown,yes
27,student,single,tertiary,311,no,no,cellular,28,jul,462,1,4,success,yes
31,admin.,single,secondary,-422,yes,no,cellular,18,may,64,2,15,other,no
48,management,married,tertiary,1147,no,no,cellular,3,dec,155,1,3,success,yes
55,management,divorced,tertiary,-207,no,no,cellular,2,feb,211,1,0,unknown,no
45,admin.,married,secondary,5346,yes,yes,unknown,21,oct,187,1,0,unknown,yes
41,blue-collar,married,secondary,449,yes,yes,cellular,12,may,313,2,0,unknown,no
31,management,single,tertiary,-160,yes,no,unknown,28,may,202,2,0,unknown,no
55,services,married,secondary,283,yes,no,unknown,19,may,156,1,0,unknown,no
33,blue-collar,single,secondary,76,yes,no,unknown,4,jun,1141,4,0,unknown,yes
50,housemaid,single,primary,1158,yes,no,cellular,3,feb,116,3,3,failure,no
36,self-employed,married,secondary,188,yes,yes,cellular,4,may,1046,3,2,success,yes
29,management,married,tertiary,53,yes,no,cellular,31,jul,27,17,0,unknown,no
27,services,single,secondary,302,no,no,cellular,3,jul,203,1,0,unknown,yes
43,blue-collar,married,primary,377,no,yes,unknown,20,jun,11,5,0,unknown,no
50,services,married,secondary,1595,no,no,unknown,9,jun,882,1,0,unknown,yes
46,blue-collar,married,primary,-388,yes,yes,cellular,10,jul,207,1,0,unknown,no
34,management,married,tertiary,158,no,no,cellular,9,sep,278,2,4,failure,yes
53,management,married,tertiary,9072,no,no,cellular,18,nov,117,2,0,unknown,no
34,blue-collar,married,secondary,1682,yes,yes,cellular,28,jul,123,3,0,unknown,no
77,retired,married,tertiary,699,no,no,cellular,13,aug,425,2,0,unknown,yes
54,self-employed,married,primary,0,no,yes,telephone,9,jul,130,2,0,unknown,no
51,blue-collar,married,secondary,0,yes,no,unknown,5,may,173,2,0,unknown,no
42,unemployed,divorced,secondary,1713,yes,no,unknown,30,may,855,2,0,unknown,yes
41,entrepreneur,married,secondary,707,no,no,unknown,18,jun,707,1,0,unknown,yes
36,technician,married,tertiary,1327,no,no,cellular,29,oct,174,2,0,unknown,no
32,technician,single,secondary,0,no,no,cellular,18,aug,594,4,0,unknown,yes
31,admin.,single,secondary,747,yes,no,unknown,26,may,543,2,0,unknown,yes
40,management,single,tertiary,1509,no,no,cellular,12,may,333,1,3,failure,no
51,management,married,tertiary,0,no,no,unknown,7,jun,302,1,0,unknown,yes
59,retired,divorced,unknown,-49,yes,no,unknown,13,may,248,2,0,unknown,no
51,entrepreneur,married,tertiary,36935,yes,no,cellular,21,nov,41,1,0,unknown,no
35,technician,single,primary,744,yes,no,cellular,7,apr,1096,1,0,unknown,no
33,management,married,tertiary,22867,yes,no,cellular,10,aug,73,1,2,failure,no
40,entrepreneur,married,tertiary,3585,no,no,cellular,15,sep,506,3,0,unknown,yes
46,blue-collar,married,primary,1085,yes,yes,cellular,15,may,523,2,58,other,yes
39,management,married,tertiary,710,yes,no,cellular,11,jul,211,2,0,unknown,no
57,entrepreneur,married,unknown,975,yes,yes,cellular,22,jul,236,4,0,unknown,no
42,technician,married,tertiary,921,no,no,cellular,5,aug,531,3,0,unknown,yes
23,student,single,tertiary,0,no,no,cellular,10,aug,213,1,0,unknown,yes
48,services,divorced,primary,-110,no,yes,unknown,19,jun,164,2,0,unknown,no
47,services,divorced,unknown,973,no,no,cellular,27,may,489,1,1,failure,yes
54,housemaid,married,primary,3151,no,no,unknown,18,jun,350,7,0,unknown,no
30,technician,single,secondary,728,yes,no,cellular,5,feb,393,1,1,other,no
51,retired,married,secondary,1435,no,no,unknown,11,jun,587,1,0,unknown,yes
56,retired,married,tertiary,5769,no,no,unknown,20,jun,15,3,0,unknown,no
50,management,divorced,tertiary,810,no,no,cellular,4,jun,510,3,0,unknown,yes
38,technician,single,tertiary,11,no,no,unknown,18,jun,78,3,0,unknown,no
28,management,single,tertiary,1086,yes,no,unknown,29,may,128,2,0,unknown,no
43,admin.,married,secondary,323,yes,yes,cellular,12,may,43,3,2,failure,no
21,unemployed,single,secondary,1333,no,no,cellular,2,feb,120,1,0,unknown,no
35,management,single,tertiary,704,no,no,cellular,21,apr,164,1,0,unknown,yes
29,admin.,single,secondary,306,yes,no,cellular,18,may,774,4,0,unknown,yes
27,student,single,tertiary,39,no,no,cellular,17,may,379,1,10,other,yes
34,technician,single,secondary,664,yes,yes,cellular,11,may,88,2,2,other,no
29,management,single,tertiary,765,no,no,cellular,16,nov,238,1,0,unknown,yes
39,services,single,secondary,326,yes,no,unknown,27,may,115,1,0,unknown,no
39,technician,single,secondary,300,no,no,cellular,10,sep,315,6,1,failure,no
58,management,married,tertiary,1384,yes,no,cellular,27,mar,342,1,0,unknown,yes
37,management,married,tertiary,203,no,no,cellular,21,oct,759,1,5,success,yes
33,technician,married,secondary,1968,yes,no,cellular,20,apr,1817,3,0,unknown,yes
36,admin.,married,secondary,162,yes,yes,cellular,20,apr,340,2,0,unknown,no
31,self-employed,married,secondary,157,yes,no,unknown,19,may,285,1,0,unknown,no
33,technician,single,tertiary,469,no,no,cellular,26,aug,158,9,0,unknown,no
32,technician,single,secondary,-1,yes,no,cellular,12,may,37,1,0,unknown,no
41,self-employed,married,secondary,1,no,no,cellular,19,aug,55,4,0,unknown,no
29,admin.,married,secondary,7707,yes,no,cellular,29,apr,961,2,2,failure,yes
36,technician,single,secondary,7503,yes,no,unknown,4,jun,25,1,0,unknown,no
59,management,divorced,tertiary,59,yes,no,unknown,5,may,273,1,0,unknown,no
55,admin.,married,secondary,512,no,no,cellular,18,aug,115,4,0,unknown,no
42,management,married,tertiary,72,yes,no,cellular,20,apr,124,2,3,failure,no
54,technician,married,secondary,2102,yes,no,cellular,5,apr,547,1,2,failure,yes
48,technician,divorced,tertiary,83,no,yes,cellular,19,aug,243,6,0,unknown,no
51,self-employed,married,secondary,1178,no,no,cellular,6,aug,530,2,0,unknown,no
40,blue-collar,married,primary,919,yes,no,unknown,3,jun,327,2,0,unknown,no
30,technician,single,secondary,656,no,yes,unknown,4,jul,523,1,0,unknown,no
27,technician,single,tertiary,667,no,no,cellular,29,jan,866,2,0,unknown,yes
46,self-employed,married,tertiary,137,yes,yes,unknown,5,may,246,1,0,unknown,no
50,self-employed,single,secondary,766,yes,no,cellular,7,may,253,2,4,failure,no
35,self-employed,married,secondary,2251,no,no,cellular,19,aug,151,8,0,unknown,no
37,admin.,married,secondary,0,no,no,unknown,9,jun,89,1,0,unknown,no
45,admin.,married,secondary,256,no,no,cellular,21,nov,135,2,0,unknown,no
38,technician,married,secondary,565,no,no,cellular,20,aug,93,2,0,unknown,no
58,technician,married,secondary,3399,no,no,telephone,30,nov,1628,2,8,success,yes
50,admin.,married,secondary,3608,yes,no,cellular,13,nov,176,2,2,success,yes
33,management,married,tertiary,0,yes,no,cellular,14,apr,535,3,1,failure,yes
29,technician,single,secondary,510,yes,no,unknown,16,jun,179,15,0,unknown,no
23,technician,single,secondary,283,yes,no,cellular,22,sep,175,1,2,success,yes
34,housemaid,married,tertiary,897,no,no,cellular,12,aug,197,4,0,unknown,no
41,self-employed,married,secondary,0,yes,no,cellular,17,nov,789,1,0,unknown,yes
36,management,single,tertiary,7506,yes,no,cellular,6,may,839,2,1,success,yes
35,management,single,tertiary,681,no,no,cellular,18,feb,737,1,2,success,yes
49,self-employed,divorced,secondary,6116,yes,no,cellular,21,nov,43,1,0,unknown,no
45,admin.,married,secondary,111,yes,no,cellular,11,aug,173,1,0,unknown,no
29,management,single,tertiary,1377,no,no,cellular,8,apr,548,2,0,unknown,yes
26,technician,single,secondary,-211,yes,no,unknown,23,may,164,3,0,unknown,no
41,entrepreneur,married,primary,0,no,no,cellular,3,jul,438,2,1,other,yes
41,admin.,married,tertiary,5426,yes,no,unknown,14,may,149,2,0,unknown,no
40,services,single,secondary,573,yes,no,cellular,14,may,329,1,0,unknown,no
59,self-employed,married,tertiary,185,no,no,cellular,4,feb,283,1,0,unknown,no
70,retired,married,primary,324,no,no,cellular,11,aug,632,1,6,other,yes
34,management,married,secondary,355,no,no,cellular,21,aug,314,3,0,unknown,no
31,services,married,unknown,-82,yes,no,cellular,31,jul,543,31,0,unknown,no
42,blue-collar,married,secondary,443,yes,no,unknown,2,jun,671,5,0,unknown,yes
54,admin.,married,tertiary,184,no,no,unknown,5,may,673,2,0,unknown,yes
33,technician,single,secondary,719,yes,no,cellular,9,apr,448,2,6,failure,yes
39,management,married,tertiary,141,yes,no,cellular,13,may,788,2,6,other,no
39,blue-collar,married,secondary,3832,yes,no,unknown,20,jun,14,13,0,unknown,no
59,retired,divorced,tertiary,3444,no,no,cellular,6,feb,241,2,0,unknown,yes
35,blue-collar,married,unknown,520,yes,no,cellular,17,apr,476,1,0,unknown,yes
34,blue-collar,married,primary,455,yes,no,unknown,20,jun,372,3,0,unknown,no
46,technician,single,secondary,5862,no,no,cellular,1,jun,84,1,0,unknown,yes
49,management,married,tertiary,1093,yes,yes,cellular,12,jan,243,2,2,success,yes
33,management,single,tertiary,3143,no,no,cellular,29,jun,421,2,0,unknown,yes
30,technician,single,secondary,2567,no,no,cellular,18,jun,813,4,0,unknown,yes
39,technician,divorced,secondary,385,no,no,cellular,13,oct,242,1,2,failure,yes
39,technician,married,secondary,116,no,no,cellular,22,may,554,2,0,unknown,yes
26,services,married,secondary,-379,yes,yes,cellular,22,jul,1237,7,0,unknown,yes
56,blue-collar,married,primary,2442,no,yes,cellular,18,aug,111,7,0,unknown,no
50,admin.,divorced,secondary,0,yes,no,unknown,20,jun,174,1,0,unknown,no
21,student,single,secondary,224,no,no,cellular,30,apr,871,1,0,unknown,yes
27,blue-collar,single,secondary,5563,yes,no,unknown,30,may,435,2,0,unknown,no
35,technician,married,tertiary,-269,yes,yes,cellular,14,may,344,4,0,unknown,no
31,management,married,tertiary,40,no,no,cellular,2,feb,118,2,0,unknown,no
49,blue-collar,married,primary,408,no,no,cellular,12,aug,559,4,0,unknown,yes
37,blue-collar,married,secondary,-399,yes,yes,unknown,3,jun,21,3,0,unknown,no
56,services,divorced,secondary,191,no,no,cellular,23,jul,335,3,0,unknown,no
44,housemaid,married,secondary,281,yes,no,unknown,8,may,604,1,0,unknown,no
41,management,divorced,tertiary,1401,no,no,unknown,16,jun,110,4,0,unknown,no
46,blue-collar,married,secondary,2603,yes,yes,cellular,11,may,50,3,2,failure,no
31,services,married,secondary,2050,yes,no,cellular,18,nov,271,5,0,unknown,no
58,management,single,tertiary,1387,yes,no,telephone,3,feb,140,6,6,other,no
40,blue-collar,married,unknown,1181,yes,no,cellular,4,feb,718,2,2,success,yes
30,blue-collar,married,secondary,5,no,no,cellular,17,apr,840,3,0,unknown,yes
57,admin.,married,unknown,1401,no,no,cellular,21,aug,91,22,0,unknown,no
75,self-employed,married,unknown,4984,no,no,telephone,28,oct,509,1,0,unknown,yes
33,management,married,secondary,336,no,no,cellular,15,apr,179,3,0,unknown,yes
24,management,married,secondary,2278,yes,no,unknown,27,may,77,4,0,unknown,no
29,technician,single,secondary,110,yes,no,cellular,13,apr,1036,1,0,unknown,yes
39,technician,single,secondary,556,yes,no,unknown,29,may,322,1,0,unknown,no
69,retired,married,secondary,3588,yes,no,cellular,10,dec,429,1,0,unknown,yes
44,self-employed,married,unknown,680,yes,no,telephone,30,jul,84,4,0,unknown,no
35,admin.,married,secondary,0,yes,no,cellular,20,apr,18,5,0,unknown,no
32,services,married,secondary,201,yes,no,unknown,18,jun,110,2,0,unknown,no
63,retired,married,secondary,18016,no,no,cellular,7,jul,371,1,0,unknown,yes
25,technician,single,tertiary,640,yes,no,unknown,13,may,492,2,0,unknown,no
53,unemployed,divorced,secondary,587,no,no,cellular,19,nov,561,1,0,unknown,yes
32,blue-collar,single,secondary,760,yes,no,cellular,16,apr,445,1,2,other,no
49,management,married,secondary,104,yes,no,unknown,8,may,285,1,0,unknown,no
46,technician,married,unknown,605,yes,no,cellular,20,apr,780,2,0,unknown,no
52,admin.,divorced,secondary,48,no,yes,cellular,17,nov,591,1,0,unknown,no
53,entrepreneur,married,primary,27,yes,no,telephone,10,sep,230,3,0,unknown,yes
40,management,married,tertiary,1855,no,no,telephone,8,feb,78,6,0,unknown,yes
53,management,married,tertiary,6571,no,no,cellular,3,feb,208,1,0,unknown,yes
33,admin.,divorced,tertiary,891,no,no,cellular,8,may,398,2,0,unknown,yes
43,management,married,tertiary,1059,no,yes,cellular,1,jun,335,2,0,unknown,yes
59,housemaid,married,tertiary,0,no,yes,cellular,29,jul,376,2,0,unknown,no
50,management,married,tertiary,67,no,yes,unknown,20,jun,156,3,0,unknown,no
41,blue-collar,divorced,secondary,3,yes,no,cellular,31,jul,228,4,0,unknown,no
31,management,single,tertiary,0,no,no,cellular,25,aug,11,16,0,unknown,no
29,services,single,primary,339,no,no,unknown,4,jul,1576,3,0,unknown,yes
36,technician,single,secondary,27,yes,no,cellular,9,feb,631,1,2,success,yes
31,management,single,tertiary,713,no,no,cellular,28,aug,162,1,0,unknown,no
43,management,married,tertiary,1258,no,no,unknown,20,oct,312,1,0,unknown,yes
59,admin.,married,secondary,3735,no,no,cellular,17,jun,243,3,6,success,yes
34,management,married,tertiary,2287,yes,no,unknown,26,may,895,4,0,unknown,yes
26,blue-collar,single,secondary,81,no,yes,cellular,8,jul,803,2,0,unknown,yes
22,student,single,primary,3472,no,no,cellular,19,apr,529,1,4,success,yes
47,management,single,tertiary,255,no,yes,cellular,30,jul,802,4,0,unknown,yes
60,retired,married,secondary,0,no,no,cellular,9,sep,408,1,0,unknown,yes
25,management,single,tertiary,2506,no,no,cellular,17,feb,485,1,0,unknown,yes
33,blue-collar,married,primary,1002,yes,no,unknown,30,may,201,4,0,unknown,no
36,blue-collar,single,secondary,0,no,no,unknown,19,jun,238,1,0,unknown,no
35,admin.,married,tertiary,286,no,no,cellular,30,apr,949,2,0,unknown,yes
31,admin.,single,tertiary,-218,yes,no,unknown,2,jun,227,15,0,unknown,no
30,services,single,secondary,773,yes,yes,unknown,4,jun,29,1,0,unknown,no
38,services,married,secondary,105,no,no,cellular,30,jul,244,2,0,unknown,no
39,management,married,primary,1873,no,no,unknown,9,jun,161,2,0,unknown,no
32,services,married,secondary,1273,yes,no,cellular,16,apr,1365,2,1,failure,yes
39,management,single,unknown,2887,yes,no,unknown,7,may,42,2,0,unknown,no
40,blue-collar,single,unknown,24,yes,no,unknown,5,may,185,1,0,unknown,no
44,blue-collar,married,primary,2657,yes,no,unknown,20,jun,202,2,0,unknown,no
34,management,married,tertiary,3402,no,no,cellular,3,jun,88,2,0,unknown,no
53,technician,married,secondary,1776,no,no,unknown,18,jun,443,7,0,unknown,no
62,retired,married,tertiary,4692,yes,no,cellular,15,oct,73,1,0,unknown,no
36,admin.,married,secondary,542,yes,no,unknown,18,jun,604,6,0,unknown,no
46,management,married,tertiary,0,no,no,cellular,18,nov,716,2,3,other,yes
44,services,married,secondary,-395,yes,no,cellular,5,may,894,1,0,unknown,yes
43,blue-collar,married,primary,953,yes,no,unknown,19,may,135,1,0,unknown,no
40,blue-collar,single,secondary,82,yes,no,cellular,13,may,135,6,5,failure,no
42,management,single,tertiary,1146,yes,no,unknown,15,may,98,2,0,unknown,no
41,technician,married,tertiary,67,yes,no,cellular,19,nov,814,1,0,unknown,yes
49,services,single,secondary,1884,yes,no,cellular,8,may,43,1,0,unknown,no
34,blue-collar,married,secondary,2495,yes,no,unknown,23,may,924,1,0,unknown,yes
34,management,married,tertiary,1352,no,no,cellular,8,aug,265,2,0,unknown,no
26,admin.,single,secondary,96,no,no,cellular,11,aug,349,1,3,failure,yes
42,services,single,unknown,974,no,no,cellular,30,jul,73,2,0,unknown,no
30,management,single,tertiary,102,yes,no,cellular,18,dec,364,3,0,unknown,yes
30,services,single,primary,5746,yes,no,telephone,20,nov,125,2,0,unknown,no
37,self-employed,single,tertiary,1188,no,no,cellular,24,jun,310,1,0,unknown,yes
27,management,single,tertiary,703,yes,no,unknown,5,jun,590,3,0,unknown,yes
49,entrepreneur,married,secondary,-1965,no,yes,telephone,10,jul,317,2,0,unknown,no
50,unknown,married,primary,341,yes,yes,cellular,20,apr,670,4,2,success,yes
26,student,single,secondary,132,no,no,cellular,1,oct,194,1,1,success,yes
40,technician,married,tertiary,84,no,no,cellular,28,aug,715,8,0,unknown,no
34,admin.,married,secondary,1474,no,no,cellular,2,apr,739,2,0,unknown,yes
28,admin.,single,tertiary,1104,yes,no,cellular,28,jul,73,7,0,unknown,no
30,management,single,tertiary,218,no,no,unknown,3,jun,75,1,0,unknown,no
31,management,married,tertiary,325,yes,no,cellular,18,jul,1139,2,0,unknown,yes
54,retired,married,secondary,1371,no,no,telephone,25,jul,1492,2,0,unknown,yes
32,blue-collar,single,primary,1918,yes,no,cellular,8,may,318,1,1,failure,no
55,technician,divorced,tertiary,264,yes,no,unknown,30,may,34,2,0,unknown,no
50,admin.,single,secondary,26,no,yes,telephone,24,jul,179,4,0,unknown,no
73,retired,married,primary,508,no,no,cellular,14,jun,154,4,1,success,no
39,admin.,married,secondary,-367,yes,no,cellular,16,apr,667,2,0,unknown,no
32,technician,married,secondary,599,no,no,cellular,19,nov,79,1,0,unknown,no
31,management,single,tertiary,30,no,no,cellular,8,aug,161,2,0,unknown,no
43,management,married,primary,62,yes,no,cellular,14,may,133,1,3,failure,no
36,management,single,tertiary,171,no,no,unknown,17,jun,398,4,0,unknown,no
72,retired,married,secondary,1129,no,no,cellular,25,nov,208,1,1,success,yes
38,entrepreneur,married,tertiary,4,yes,no,cellular,16,jul,158,1,0,unknown,no
27,services,single,secondary,339,no,no,cellular,4,jun,182,1,0,unknown,yes
31,blue-collar,single,tertiary,328,yes,no,cellular,14,may,414,1,1,failure,no
31,technician,married,secondary,106,yes,no,unknown,13,may,101,13,0,unknown,no
26,blue-collar,single,secondary,658,no,yes,telephone,23,jul,34,4,0,unknown,no
53,management,married,tertiary,20772,no,no,cellular,4,feb,715,1,0,unknown,no
30,management,single,tertiary,720,no,no,cellular,15,jan,1265,4,4,other,yes
34,technician,single,secondary,2085,no,no,cellular,10,aug,356,3,2,success,yes
46,blue-collar,married,unknown,9328,yes,no,cellular,5,may,725,3,0,unknown,yes
33,services,single,secondary,489,yes,no,cellular,4,may,297,4,1,other,yes
31,services,single,secondary,181,no,no,cellular,12,aug,182,1,1,success,yes
46,blue-collar,married,primary,333,yes,no,cellular,31,jul,284,4,0,unknown,no
56,blue-collar,married,secondary,1521,yes,yes,cellular,21,nov,19,2,3,other,no
31,admin.,single,secondary,81,yes,no,cellular,23,apr,215,2,11,other,no
65,retired,married,primary,3629,no,no,cellular,27,apr,148,1,0,unknown,yes
50,management,married,primary,313,no,no,telephone,14,oct,958,1,0,unknown,yes
34,blue-collar,single,secondary,2764,yes,no,cellular,13,may,158,1,1,failure,no
58,unemployed,single,tertiary,2094,no,no,cellular,1,jun,161,2,0,unknown,no
42,management,married,tertiary,559,no,no,cellular,19,aug,88,1,0,unknown,no
27,student,single,tertiary,1134,no,no,cellular,21,oct,825,1,4,success,yes
60,services,divorced,secondary,758,no,no,cellular,3,feb,282,1,0,unknown,no
47,blue-collar,married,primary,328,yes,no,cellular,7,may,58,1,0,unknown,no
50,unemployed,divorced,unknown,1088,no,no,cellular,2,feb,749,1,0,unknown,yes
29,management,single,tertiary,307,yes,no,cellular,2,jun,690,1,0,unknown,yes
30,admin.,married,secondary,0,no,no,cellular,1,jun,318,1,0,unknown,yes
47,management,married,secondary,623,yes,no,cellular,13,may,102,6,0,unknown,no
47,blue-collar,married,primary,4040,no,no,cellular,11,aug,53,5,0,unknown,no
37,admin.,married,secondary,1049,no,no,cellular,31,jul,126,5,0,unknown,no
31,services,single,secondary,671,yes,no,unknown,7,may,193,3,0,unknown,no
31,management,single,tertiary,12857,yes,no,cellular,6,feb,158,1,1,success,yes
41,technician,single,secondary,650,yes,no,cellular,20,nov,2420,3,0,unknown,yes
23,student,single,tertiary,82,no,no,cellular,4,may,289,4,0,unknown,no
31,blue-collar,married,primary,50,yes,no,unknown,8,may,300,2,0,unknown,no
30,admin.,married,secondary,521,yes,no,cellular,19,nov,648,1,0,unknown,no
38,services,married,secondary,5293,yes,no,cellular,11,may,475,1,6,failure,yes
55,admin.,married,secondary,420,yes,no,unknown,30,may,41,3,0,unknown,no
51,entrepreneur,divorced,tertiary,2109,no,no,cellular,13,oct,79,2,0,unknown,yes
33,technician,single,tertiary,0,yes,no,cellular,21,nov,654,1,0,unknown,yes
39,blue-collar,married,secondary,661,yes,no,cellular,3,feb,84,4,4,failure,no
32,admin.,single,secondary,471,no,yes,cellular,2,apr,243,3,0,unknown,yes
60,blue-collar,married,primary,228,yes,no,unknown,28,may,249,11,0,unknown,no
40,unemployed,married,secondary,1289,no,no,cellular,26,may,260,2,0,unknown,no
37,blue-collar,married,primary,0,yes,no,unknown,26,may,24,1,0,unknown,no
35,management,single,tertiary,-292,yes,no,cellular,18,may,166,2,6,failure,no
45,admin.,married,secondary,46,yes,no,cellular,5,may,234,1,0,unknown,no
57,management,married,tertiary,1410,yes,no,cellular,10,jul,185,1,0,unknown,no
42,blue-collar,married,primary,480,yes,no,unknown,6,jun,288,12,0,unknown,no
25,management,single,tertiary,219,no,no,cellular,30,apr,458,1,0,unknown,yes
26,blue-collar,single,tertiary,567,no,no,cellular,25,may,421,1,0,unknown,yes
53,technician,married,secondary,287,no,no,telephone,6,feb,13,5,0,unknown,no
25,management,single,tertiary,2305,no,no,cellular,3,feb,207,1,0,unknown,no
29,student,single,tertiary,5,no,no,cellular,15,jul,889,5,0,unknown,yes
31,technician,single,secondary,31868,no,no,telephone,14,aug,34,6,0,unknown,no
47,admin.,married,unknown,66,no,no,cellular,7,aug,358,1,0,unknown,yes
42,technician,single,secondary,823,yes,no,cellular,28,jan,137,1,0,unknown,no
47,admin.,married,tertiary,12276,no,no,unknown,20,jun,77,5,0,unknown,no
47,management,married,tertiary,4693,no,yes,cellular,12,nov,89,1,3,success,yes
47,management,single,tertiary,159,no,no,telephone,29,oct,220,3,3,other,yes
27,housemaid,married,primary,275,yes,no,cellular,14,may,196,2,0,unknown,no
48,management,divorced,tertiary,503,no,yes,unknown,12,jun,1243,7,0,unknown,yes
53,management,married,tertiary,1348,no,yes,cellular,17,jul,120,3,0,unknown,no
55,technician,married,secondary,-308,no,no,cellular,2,feb,781,1,0,unknown,yes
34,management,single,tertiary,13014,no,no,cellular,13,aug,738,1,0,unknown,yes
